ID,Latitude,Longitude,Region,Data_date,Alert_Level,Prediction
1000096,-10.425,142.275,gbr,2023-04-02,0,Nowcast
1000096,-10.425,142.275,gbr,2023-04-30,0,4 week forecast
1000096,-10.425,142.275,gbr,2023-05-28,0,8 week forecast
1000096,-10.425,142.275,gbr,2023-06-25,0,12 week forecast
1000097,-10.375,142.275,gbr,2023-04-02,0,Nowcast
1000097,-10.375,142.275,gbr,2023-04-30,0,4 week forecast
1000097,-10.375,142.275,gbr,2023-05-28,0,8 week forecast
1000097,-10.375,142.275,gbr,2023-06-25,0,12 week forecast
1000098,-10.325,142.275,gbr,2023-04-02,0,Nowcast
1000098,-10.325,142.275,gbr,2023-04-30,0,4 week forecast
1000098,-10.325,142.275,gbr,2023-05-28,0,8 week forecast
1000098,-10.325,142.275,gbr,2023-06-25,3,12 week forecast
1000099,-10.275,142.275,gbr,2023-04-02,0,Nowcast
1000099,-10.275,142.275,gbr,2023-04-30,0,4 week forecast
1000099,-10.275,142.275,gbr,2023-05-28,0,8 week forecast
1000099,-10.275,142.275,gbr,2023-06-25,0,12 week forecast
1000100,-10.125,142.275,gbr,2023-04-02,0,Nowcast
1000100,-10.125,142.275,gbr,2023-04-30,0,4 week forecast
1000100,-10.125,142.275,gbr,2023-05-28,0,8 week forecast
1000100,-10.125,142.275,gbr,2023-06-25,0,12 week forecast
1000101,-10.075,142.275,gbr,2023-04-02,0,Nowcast
1000101,-10.075,142.275,gbr,2023-04-30,0,4 week forecast
1000101,-10.075,142.275,gbr,2023-05-28,0,8 week forecast
1000101,-10.075,142.275,gbr,2023-06-25,0,12 week forecast
1000102,-9.92499999999998,142.275,gbr,2023-04-02,0,Nowcast
1000102,-9.92499999999998,142.275,gbr,2023-04-30,0,4 week forecast
1000102,-9.92499999999998,142.275,gbr,2023-05-28,0,8 week forecast
1000102,-9.92499999999998,142.275,gbr,2023-06-25,0,12 week forecast
1000103,-9.87499999999999,142.275,gbr,2023-04-02,0,Nowcast
